id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1364212186567090177,1364212186567090177,2021-02-23 21:55:05 +08,2021-02-23,21:55:05,+0800,228340242,kenjeyaretnam,Kenneth Jeyaretnam,,Ministry of Manpower (@MOM_sg) and Josephine Teo should be on trial for their condoning of employer abuse through lax supervision and lack of regulation of working conditions. Teo will undoubtedly use as her excuse that she never heard any complaints!  https://t.co/sAlMJ0npUO,en,"[{'screen_name': 'mom_sg', 'name': 'ministry of manpower', 'id': '85776326'}]",['https://www.channelnewsasia.com/news/singapore/gaiyathiri-murugayan-admits-killing-maid-piang-ngaih-don-14263088?utm_source=dlvr.it&utm_medium=twitter'],[],1,0,3,[],[],https://twitter.com/KenJeyaretnam/status/1364212186567090177,False,,0,,Singapore,,,,,,[],,,,
1362346360670937088,1362346360670937088,2021-02-18 18:20:58 +08,2021-02-18,18:20:58,+0800,271216592,independentsg,The Independent,,Singapore – The Ministry of Manpower (MOM) is investigating 15 work pass holders whose work pass applications include educational qualifications from a university recently exposed for having sold fake degrees.   https://t.co/n1SBWewOXo  https://t.co/dCnjYq833S,en,[],['https://theindependent.sg/15-work-pass-holders-linked-to-indian-private-university-selling-fake-degrees-being-investigated-by-mom/'],['https://pbs.twimg.com/media/EugGy3nXEAEU0RA.jpg'],0,2,0,[],[],https://twitter.com/IndependentSG/status/1362346360670937088,False,,1,https://pbs.twimg.com/media/EugGy3nXEAEU0RA.jpg,Singapore,,,,,,[],,,,
1362076893516685313,1362076893516685313,2021-02-18 00:30:12 +08,2021-02-18,00:30:12,+0800,44278933,tocsg,TOC News,,Ministry of Manpower investigating work pass holders who declared qualifications from Indian private university that sold fake degrees  https://t.co/CAMhfx6ywT,en,[],['https://www.theonlinecitizen.com/2021/02/18/ministry-of-manpower-investigating-work-pass-holders-who-declared-qualifications-from-indian-private-university-that-sold-fake-degrees/'],[],0,1,0,[],[],https://twitter.com/tocsg/status/1362076893516685313,False,,0,,Singapore,,,,,,[],,,,
1352486451557109760,1352486451557109760,2021-01-22 13:21:12 +08,2021-01-22,13:21:12,+0800,82294339,limwensheng,Lim Wen Sheng,"{'type': 'Point', 'coordinates': [1.28727207, 103.84485021]}",I'm at Ministry of Manpower (MOM HQ) in Singapore  https://t.co/C76fHGBas6,en,[],['https://www.swarmapp.com/c/bzGUvUrRvBc'],[],0,0,0,[],[],https://twitter.com/limwensheng/status/1352486451557109760,False,,0,,Singapore,,,,,,[],,,,
1294563824041771009,1294563824041771009,2020-08-15 17:17:22 +08,2020-08-15,17:17:22,+0800,125653930,kazusaman555,kazusaman555,,政府(Ministry of Manpower)から届いたSMSの指示に従ってアプリ(Homer)をインストール。1日3回の部屋滞在の証拠写真付き健康状態報告と、位置情報による24時間監視。管理社会・監視社会。  #シンガポール #SHN #COVIDー19  https://t.co/ig2yBOI4jZ,ja,[],[],"['https://pbs.twimg.com/media/Efc27frU0AEiAyo.jpg', 'https://pbs.twimg.com/media/Efc27ftU0AEZ-mu.jpg', 'https://pbs.twimg.com/media/Efc27ftVoAAUgmg.jpg', 'https://pbs.twimg.com/media/Efc27ftUwAUtvn8.jpg']",0,0,1,"['シンガポール', 'shn', 'covidー19']",[],https://twitter.com/kazusaman555/status/1294563824041771009,False,,1,https://pbs.twimg.com/media/Efc27frU0AEiAyo.jpg,Singapore,,,,,,[],,,,
1260786170247577600,1260364550328553472,2020-05-14 12:17:01 +08,2020-05-14,12:17:01,+0800,3181776360,missfortunecat,Lra,,"@SRR_MSEcon @stealer_tweet @Jessica_Fav @joshsternberg @itstheannmarie @scottlucas If you feel unfairly terminated, you can report it to the Ministry of Manpower. They will punish the company by removing certain privileges etc.  It seems crazy that you can fire people without notice where you are??",en,[],[],[],0,0,1,[],[],https://twitter.com/MissFortuneCat/status/1260786170247577600,False,,0,,Singapore,,,,,,"[{'screen_name': 'SRR_MSEcon', 'name': 'Sara 🏙', 'id': '1052244920'}, {'screen_name': 'stealer_tweet', 'name': 'Alexander P.', 'id': '1289515453'}, {'screen_name': 'Jessica_Fav', 'name': 'Jessica Philips ❤️', 'id': '1062599358229725184'}, {'screen_name': 'joshsternberg', 'name': 'Josh Sternberg', 'id': '14787085'}, {'screen_name': 'itstheannmarie', 'name': 'Ann-Marie Alcántara', 'id': '397668839'}, {'screen_name': 'scottlucas', 'name': 'Scott Lucas', 'id': '807257672'}]",,,,
1258254928297984002,1258254928297984002,2020-05-07 12:38:46 +08,2020-05-07,12:38:46,+0800,29213315,chuanjin1,Tan Chuan-Jin,"{'type': 'Point', 'coordinates': [1.32139, 103.657]}",Happy Vesak Day! (3+ am 7th May) What is happening in Singapore in this wee hour of the morning??!! Fellow Singaporeans are out here making a difference. Working with Singapore Ministry of Manpower to identify the…  https://t.co/rxldrCGioL,en,[],['https://www.instagram.com/p/B_3581aFSH4/?igshid=19bbnet0pff8f'],[],7,2,42,[],[],https://twitter.com/chuanjin1/status/1258254928297984002,False,,0,,Singapore,,,,,,[],,,,
1256560164615983105,1256560164615983105,2020-05-02 20:24:23 +08,2020-05-02,20:24:23,+0800,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.27407, 103.84565]}","#TALENTVIS &amp; #DbShenker #MUST #UNDERSTAND #THAT #IN #SINGAPORE , #MANPOWER #ARE #GOVERNED &amp; #MANAGED BY #MINISTRYofMANPOWER &amp; #WORKFORCEsingapore . ALL #SALARY #MUST #BE #PAID #WITHINsevenDAYSafterENDofSALARYperiod…  https://t.co/qLs4cEFbD5",en,[],['https://www.instagram.com/p/B_rGuAqnW6C/?igshid=1v67skt2jdrnv'],[],0,0,0,"['talentvis', 'dbshenker', 'must', 'understand', 'that', 'in', 'singapore', 'manpower', 'are', 'governed', 'managed', 'ministryofmanpower', 'workforcesingapore', 'salary', 'must', 'be', 'paid', 'withinsevendaysafterendofsalaryperiod']",[],https://twitter.com/nigel_elijah/status/1256560164615983105,False,,0,,Singapore,,,,,,[],,,,
1256560134270189575,1256560134270189575,2020-05-02 20:24:16 +08,2020-05-02,20:24:16,+0800,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.33144, 103.961389]}","#TALENTVIS &amp; #DbShenker #MUST #UNDERSTAND #THAT #IN #SINGAPORE , #MANPOWER #ARE #GOVERNED &amp; #MANAGED BY #MINISTRYofMANPOWER &amp; #WORKFORCEsingapore . ALL #SALARY #MUST #BE #PAID #WITHINsevenDAYSafterENDofSALARYperiod .…  https://t.co/v4WIxUi97y",en,[],['https://www.instagram.com/p/B_rGzmIHKkt/?igshid=gjj67po67fvq'],[],0,0,0,"['talentvis', 'dbshenker', 'must', 'understand', 'that', 'in', 'singapore', 'manpower', 'are', 'governed', 'managed', 'ministryofmanpower', 'workforcesingapore', 'salary', 'must', 'be', 'paid', 'withinsevendaysafterendofsalaryperiod']",[],https://twitter.com/nigel_elijah/status/1256560134270189575,False,,0,,Singapore,,,,,,[],,,,
1256560096634691585,1256560096634691585,2020-05-02 20:24:07 +08,2020-05-02,20:24:07,+0800,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.27407, 103.84565]}","#TALENTVIS &amp; #DbShenker #MUST #UNDERSTAND #THAT #IN #SINGAPORE , #MANPOWER #ARE #GOVERNED &amp; #MANAGED BY #MINISTRYofMANPOWER &amp; #WORKFORCEsingapore . ALL #SALARY #MUST #BE #PAID #WITHINsevenDAYSafterENDofSALARYperiod…  https://t.co/FkfmApHDDO",en,[],['https://www.instagram.com/p/B_rIWAbn8O9/?igshid=1ot3e0khptncn'],[],0,0,0,"['talentvis', 'dbshenker', 'must', 'understand', 'that', 'in', 'singapore', 'manpower', 'are', 'governed', 'managed', 'ministryofmanpower', 'workforcesingapore', 'salary', 'must', 'be', 'paid', 'withinsevendaysafterendofsalaryperiod']",[],https://twitter.com/nigel_elijah/status/1256560096634691585,False,,0,,Singapore,,,,,,[],,,,
1256560056562311175,1256560056562311175,2020-05-02 20:23:57 +08,2020-05-02,20:23:57,+0800,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.33144, 103.961389]}","#TALENTVIS &amp; #DbShenker #MUST #UNDERSTAND #THAT #IN #SINGAPORE , #MANPOWER #ARE #GOVERNED &amp; #MANAGED BY #MINISTRYofMANPOWER &amp; #WORKFORCEsingapore . ALL #SALARY #MUST #BE #PAID #WITHINsevenDAYSafterENDofSALARYperiod…  https://t.co/pirWZTCJ0d",en,[],['https://www.instagram.com/p/B_rI0akH7QU/?igshid=12zspi6u7p458'],[],0,0,0,"['talentvis', 'dbshenker', 'must', 'understand', 'that', 'in', 'singapore', 'manpower', 'are', 'governed', 'managed', 'ministryofmanpower', 'workforcesingapore', 'salary', 'must', 'be', 'paid', 'withinsevendaysafterendofsalaryperiod']",[],https://twitter.com/nigel_elijah/status/1256560056562311175,False,,0,,Singapore,,,,,,[],,,,
1251757765464334338,1251509221184528386,2020-04-19 14:21:22 +08,2020-04-19,14:21:22,+0800,87445691,hi_dalvinder,Dalvinder Jeet Kaur,,"@thesatbir In India yes for sure! Come to singapore and see the rights Ministry of Manpower gives them! It's mind blowing! I have a new found genuine respect for all the helpers, maids in India. Cannot believe they are not only underpaid but abused too as no law is in place to protect them!",en,[],[],[],0,0,1,[],[],https://twitter.com/Hi_Dalvinder/status/1251757765464334338,False,,0,,Singapore,,,,,,"[{'screen_name': 'thesatbir', 'name': 'Satbir Singh', 'id': '49869921'}]",,,,
1249186529039220737,1249186270552743938,2020-04-12 12:04:11 +08,2020-04-12,12:04:11,+0800,787115502,terfuteoh,Terfu,,This is so bullshit that I will hunt down an article by the Ministry of Manpower to cite so I can put that word into an academic paper. Things are getting a bit out of hand honestly.,en,[],[],[],0,0,0,[],[],https://twitter.com/TerfuTeoh/status/1249186529039220737,False,,0,,Singapore,,,,,,[],,,,
1245738972090777600,1245738967091146752,2020-04-02 23:44:50 +08,2020-04-02,23:44:50,+0800,40859142,fafuierice,Fafui,,"People might actually call MOM or MOH (Ministry of Manpower/Health) to complain and there’d be consequences. They realised this, got scared, so eventually announced that every Thursdays will be WFH until the situation stabilises. Tangina kasi, parang ayaw daw talaga nila magpa",en,[],[],[],1,0,0,[],[],https://twitter.com/fafuierice/status/1245738972090777600,False,,0,,Singapore,,,,,,[],,,,
1241602393269129222,1241602393269129222,2020-03-22 13:47:33 +08,2020-03-22,13:47:33,+0800,838668165554962432,italyinsg,Italy in Singapore,,"⚠️#Covid Il Ministry of Manpower permetterà l’ingresso/rientro a #Singapore ai possessori di permesso di lavoro, inclusi i familiari a carico, solo se impiegati in servizi essenziali come salute e trasporti",it,[],[],[],0,2,0,"['covid', 'singapore']",[],https://twitter.com/ItalyinSG/status/1241602393269129222,False,https://twitter.com/sporeMOH/status/1241581878647250944,0,,Singapore,,,,,,[],,,,
1239804737374941184,1239804737374941184,2020-03-17 14:44:18 +08,2020-03-17,14:44:18,+0800,960357872998612992,harryc_realtor,Harry Chong Kok Ee,,Msian worker accommodation  Affected By Lockdown in Malaysia   https://t.co/yyN3zwHPp6  Please contact:  Ministry of Manpower   Form:  https://t.co/QHqTFcfwzh   https://t.co/YegWgVhRr7    https://t.co/thiDivGhVx  https://t.co/j6A6Y0f3xb,en,[],"['https://www.mom.gov.sg/newsroom/press-releases/2020/0317-accommodating-workers-affected-by-lockdown-in-malaysia', 'https://form.gov.sg', 'http://www.mom.gov.sg', 'https://form.gov.sg/#!/5e6fc7242418de0011ee6afb']",['https://pbs.twimg.com/media/ETSr1IzUcAAsys2.jpg'],0,0,0,[],[],https://twitter.com/HarryC_Realtor/status/1239804737374941184,False,,1,https://pbs.twimg.com/media/ETSr1IzUcAAsys2.jpg,Singapore,,,,,,[],,,,
1239461272048898048,1239461272048898048,2020-03-16 15:59:29 +08,2020-03-16,15:59:29,+0800,2215392157,lavinialenat,Lavinia Thanapathy,,Did you know that the Gender Pay Gap in Singapore stands at 16.3% according to SG’s own Ministry of Manpower. The @wef estimates at 72.4% for Singapore. Recognizing that the problem goes some way towards addressing it. My interview with @CGTNOfficial  https://t.co/GRtAbaDj7j  https://t.co/3hrV97Oedp,en,"[{'screen_name': 'wef', 'name': 'world economic forum', 'id': '5120691'}, {'screen_name': 'cgtnofficial', 'name': 'cgtn', 'id': '1115874631'}]",['http://bit.ly/38PQ57z'],['https://pbs.twimg.com/media/ETNzdLmU0AAME6g.jpg'],1,1,5,[],[],https://twitter.com/LaviniaLenaT/status/1239461272048898048,False,,1,https://pbs.twimg.com/media/ETNzdLmU0AAME6g.jpg,Singapore,,,,,,[],,,,
1218426754408173569,1218426754408173569,2020-01-18 14:55:50 +08,2020-01-18,14:55:50,+0800,1244969412,zuperwtf,Zuper,,"Le délire mon chauffeur de taxi, c’est le roi de la délation, le mec note toutes les plaques des voitures qui passent dans un calepin qui font une légère infraction (genre tu as oublié d’enlever ton cligno) pour le report au ministry of manpower en fin de journée. What a life",fr,[],[],[],2,0,33,[],[],https://twitter.com/Zuperwtf/status/1218426754408173569,False,,0,,Singapore,,,,,,[],,,,
